price;longitude;latitude;total_square;living_square;kitchen_square;number_of_rooms;floor_number;number_of_floors
3000000.0;44.070548;56.283884;44.0;15.0;11.0;1;8;17
2150000.0;43.860172;56.241596;33.1;17.3;8.2;1;3;9
3300000.0;43.91152;56.328973;49.0;17.0;12.6;1;6;10
8550000.0;44.016775;56.325339;97.9;56.2;10.3;3;5;10
3000000.0;43.981355;56.278827;43.8;27.0;8.0;2;2;4
3200000.0;43.974132;56.247081;63.0;38.0;13.0;2;3;10
2430000.0;43.86396971;56.35363776;36.0;15.0;10.0;1;2;13
1310000.0;43.957208;56.229842;25.0;17.0;5.0;1;1;5
3820000.0;44.068132;56.291653;62.0;33.0;11.0;2;7;8
2600000.0;43.914484;56.266707;48.0;24.5;9.0;1;2;5
7000000.0;43.985733;56.315912;98.0;55.0;13.0;3;3;10
9500000.0;43.955312;56.341882;131.0;72.0;16.0;9;1;6
3750000.0;44.049276;56.317617;58.0;40.0;7.0;3;4;9
5150000.0;44.000336;56.310398;55.1;19.8;15.5;1;8;17
4352670.0;44.018338;56.263597;69.1;36.8;12.1;2;9;17
3600000.0;43.858744;56.362357;70.3;48.0;9.0;3;9;9
3850000.0;43.881381;56.263962;78.0;0.0;0.0;3;3;4
4200000.0;43.820394;56.230002;71.6;39.0;11.0;3;2;15
3300000.0;43.879117;56.338424;60.2;43.0;7.0;3;4;9
3923500.0;43.978785;56.259888;66.5;0.0;13.78;2;2;17
2680170.0;43.978785;56.259888;43.58;0.0;10.65;1;2;17
2998086.0;43.978785;56.259888;41.99;0.0;9.06;1;17;17
2396400.0;43.979899;56.260548;39.94;0.0;11.28;1;2;17
4980460.0;43.978785;56.259888;80.33;0.0;10.82;3;5;17
4251650.0;43.978785;56.259888;65.41;0.0;12.69;2;5;17
2612330.0;43.978785;56.259888;38.99;0.0;10.33;1;9;17
2190000.0;44.045153;56.302423;42.5;28.1;6.0;2;1;5
2071220.0;44.01123513;56.25999974;36.2;17.3;8.4;1;17;19
5980000.0;43.942485;56.301539;69.0;35.0;20.0;2;9;9
1350000.0;43.791154;56.380877;34.4;23.4;4.0;1;1;2
2750000.0;43.866164;56.351505;39.0;24.0;6.0;2;5;5
1900000.0;43.92431;56.303178;40.0;17.1;9.0;1;7;19
3055000.0;44.045521;56.285923;60.0;31.5;15.5;3;17;27
2185000.0;44.045521;56.285923;43.2;20.0;12.0;1;17;27
3900000.0;44.040778;56.286173;57.5;10.6;34.0;2;3;18
3150000.0;43.942485;56.301539;42.0;0.0;0.0;1;8;14
7000000.0;44.036646;56.296244;98.2;60.0;20.0;4;5;6
3960000.0;44.015652;56.266212;67.0;36.0;16.0;2;13;17
3299000.0;43.874473;56.333654;60.0;43.0;7.5;3;7;9
3200000.0;43.842879;56.303966;64.5;38.0;9.0;3;6;10
5000000.0;44.041802;56.303526;89.0;54.0;22.0;4;1;9
2700000.0;43.861582;56.313748;61.7;46.0;7.0;4;4;5
4500000.0;44.025902;56.320992;61.0;45.0;7.0;3;8;9
2260000.0;43.95026385;56.27868366;43.0;28.0;6.0;2;3;5
3445000.0;43.830851;56.342401;75.2;30.0;28.0;2;6;10
6900000.0;44.078831;56.285004;99.2;60.0;14.7;3;4;5
3900000.0;43.977878;56.264192;52.4;0.0;6.9;3;6;9
5990000.0;44.061143;56.283819;80.0;40.0;17.0;2;13;17
2500000.0;43.965832;56.23406;56.0;30.0;11.0;2;12;16
5800000.0;43.984193;56.284984;87.0;44.0;15.0;2;17;19
1700000.0;43.874966;56.336792;29.6;0.0;0.0;1;2;9
4550000.0;43.928345;56.33802;63.1;41.0;8.5;3;8;14
6900000.0;43.932522;56.344875;153.0;100.0;20.0;6;2;10
7450000.0;44.019156;56.327051;108.7;66.2;15.5;3;4;5
1650000.0;43.883277;56.302897;42.0;30.0;6.0;3;1;2
2780000.0;43.943706;56.318501;54.6;36.4;8.0;2;3;4
1920000.0;43.811959;56.367093;42.0;19.8;10.0;1;11;14
4500000.0;44.03113;56.318166;62.0;39.0;8.0;3;2;9
1500000.0;43.798179;56.379646;32.9;0.0;11.4;1;4;9
4400000.0;43.978399;56.238442;73.0;43.0;9.0;4;2;9
2304180.0;44.009192;56.329917;50.2;24.4;13.1;2;4;18
2350000.0;43.8184;56.365029;43.28;0.0;7.05;2;8;10
2420000.0;43.929935;56.312445;44.6;0.0;5.9;2;3;5
2500000.0;43.956929;56.331892;37.0;0.0;0.0;2;4;5
3900000.0;43.997093;56.30446;40.0;16.0;11.0;1;11;19
2200000.0;43.874922;56.341498;36.8;0.0;8.7;1;4;9
3252000.0;43.95221608;56.30104584;53.4;28.5;9.6;2;12;23
4570000.0;43.945961;56.341523;56.4;0.0;10.5;2;21;23
3504000.0;43.97699378;56.30171958;48.0;16.0;13.1;1;8;25
3850000.0;43.916424;56.281666;61.0;0.0;9.0;3;4;9
3500000.0;44.048791;56.315191;63.4;0.0;0.0;3;6;9
3500000.0;44.052816;56.313998;42.0;0.0;0.0;1;4;0
1950000.0;43.853264;56.300914;45.3;31.0;6.0;2;5;5
1850000.0;43.978705;56.248511;35.4;18.0;9.0;1;5;6
3300000.0;44.016074;56.31215;56.0;32.4;7.7;2;4;4
2575500.0;44.04896792;56.27571105;49.1;19.9;17.3;2;14;18
1600000.0;43.912041;56.273645;30.5;19.0;6.0;1;4;5
4800000.0;43.946976;56.341208;62.0;32.0;12.0;2;7;17
4170000.0;43.97661922;56.30044324;55.6;28.8;10.4;2;8;25
2750000.0;44.046249;56.304365;34.7;15.6;8.6;1;12;12
2390000.0;43.838819;56.341528;45.0;28.0;7.0;2;4;9
2800001.0;44.064152;56.29468736;38.0;16.2;10.0;1;4;10
3058700.0;43.97699378;56.30171958;41.9;19.8;12.2;1;10;25
1449690.0;44.04896792;56.27571105;25.3;10.8;5.0;0;7;18
2494100.0;44.04896792;56.27571105;50.9;19.9;17.6;2;6;18
4263930.0;44.04832419;56.27590206;80.3;48.8;11.0;4;11;18
3290000.0;43.975929;56.266222;47.0;18.5;13.0;1;8;18
2400000.0;43.954935;56.326198;49.0;27.0;9.0;2;2;3
4800000.0;44.005986;56.326887;76.99;46.96;11.3;3;7;8
4850000.0;44.027986;56.307776;67.0;0.0;0.0;3;5;10
1750000.0;43.860441;56.291559;41.7;29.0;5.6;2;1;3
1750000.0;43.862867;56.292153;44.5;28.2;5.0;2;1;4
14800000.0;44.033978;56.323438;150.9;100.0;14.5;5;2;6
1500000.0;43.916613;56.341468;17.5;13.0;2.0;1;2;10
1846200.0;44.04832419;56.27590206;36.2;12.9;16.4;1;2;18
1250000.0;44.02084;56.216081;23.0;0.0;0.0;0;2;3
3200000.0;44.0837;56.278682;47.5;0.0;8.0;2;18;19
1590000.0;43.908959;56.274589;30.3;18.3;5.8;1;5;5
2814475.0;43.830851;56.342401;56.0;31.0;9.0;2;2;10
4350000.0;43.803944;56.360684;77.9;45.7;13.7;3;7;11
2200000.0;43.85485121;56.18986956;45.2;0.0;8.2;2;1;3
2520000.0;43.827276;56.36108;44.4;18.0;12.0;1;1;10
6000000.0;44.025354;56.311561;65.0;45.0;9.0;3;9;9
3100000.0;43.850353;56.259518;47.1;27.5;8.2;2;8;9
3070000.0;43.910046;56.340834;53.0;32.0;10.0;2;1;10
3500000.0;43.836214;56.35342;84.0;60.0;9.5;5;2;3
4000000.0;43.929396;56.342685;78.0;0.0;0.0;3;9;10
2100000.0;43.927869;56.257608;41.3;30.3;5.7;3;4;5
1570000.0;43.871473;56.228616;30.6;19.1;5.6;1;1;5
3400000.0;43.947901;56.23536;53.2;36.8;7.1;3;4;9
3450000.0;44.042683;56.285908;48.0;28.0;17.3;1;1;17
3700000.0;43.810729;56.367383;70.0;36.0;12.0;2;12;14
2400000.0;44.011556;56.293077;30.5;0.0;0.0;1;3;5
2500000.0;44.038002;56.298282;31.4;0.0;0.0;1;4;5
2400000.0;43.830259;56.364766;62.5;0.0;7.0;3;3;3
2550000.0;43.836182;56.358184;57.0;0.0;5.5;3;4;5
3450000.0;43.807487;56.36674;69.0;0.0;9.0;3;7;10
3200000.0;44.053642;56.288541;58.0;43.0;6.0;4;4;5
3300000.0;43.91929;56.329158;60.9;44.4;7.1;3;9;9
3450000.0;44.064988;56.287207;42.4;21.2;10.0;1;7;9
2550000.0;43.847119;56.305199;46.2;31.0;6.4;2;4;5
2900000.0;43.865894;56.357824;54.0;30.0;9.0;2;1;4
5800000.0;44.029235;56.30858;75.6;38.0;10.0;2;17;19
8100000.0;44.003112;56.316928;96.3;59.0;15.0;3;6;9
1900000.0;43.845844;56.24453;43.0;29.0;6.0;2;1;5
3000000.0;43.884597;56.334827;86.0;0.0;0.0;3;1;3
1600000.0;43.941146;56.313808;21.0;11.0;5.0;1;7;9
1780000.0;43.889529;56.317922;41.0;26.0;6.0;2;4;4
3150000.0;43.909983;56.274609;54.9;41.6;5.0;3;3;5
2030000.0;43.879297;56.231808;43.1;27.8;5.5;2;5;5
2700000.0;44.005986;56.326887;49.0;28.0;9.5;2;8;9
3631250.0;43.97661922;56.30044324;41.5;19.8;12.4;1;13;25
2200000.0;43.812085;56.366974;43.42;26.7;11.0;1;2;14
2390000.0;43.983025;56.269646;33.1;0.0;8.5;1;10;10
3300000.0;43.804162;56.367622;79.5;0.0;0.0;3;8;9
2800000.0;43.92244473;56.16359956;89.0;74.0;15.0;3;1;2
4150000.0;44.023746;56.319829;60.5;0.0;7.1;3;7;9
8500000.0;44.02689;56.314232;77.0;0.0;10.5;2;5;10
2980000.0;43.84400622;56.29018613;55.7;31.0;9.0;2;3;9
3000000.0;43.951513;56.29998;40.8;15.8;9.7;1;20;25
2800000.0;44.044955;56.304765;36.7;23.5;13.2;2;4;14
3400000.0;43.862004;56.248136;84.0;54.2;12.5;3;4;4
3800000.0;44.063074;56.299241;73.0;45.4;8.8;3;3;9
2270000.0;43.910882;56.277363;45.2;32.0;5.5;2;2;5
3850000.0;43.940912;56.294556;53.0;28.0;7.0;2;4;9
1799000.0;43.935918;56.294935;31.0;19.0;6.0;1;3;5
1950000.0;43.908789;56.27372;36.1;5.0;26.2;2;2;2
1200000.0;43.90309472;56.20935334;29.0;14.0;15.0;1;3;8
6700000.0;44.015176;56.260843;80.7;45.0;12.1;3;8;17
3300000.0;43.933798;56.298642;60.7;41.5;7.0;3;3;3
10500000.0;44.001666;56.319479;100.0;52.0;28.0;3;3;8
4000000.0;44.074591;56.314502;56.0;44.0;8.0;2;7;12
2880000.0;43.86496;56.352981;51.0;34.0;6.0;3;4;5
3500000.0;44.01842575;56.31014224;47.3;17.3;15.0;1;12;17
1580000.0;43.855546;56.193016;32.0;14.6;8.5;1;1;3
3430000.0;43.91463512;56.34385477;55.2;33.0;10.5;2;3;17
2772000.0;44.018338;56.263597;42.5;19.5;10.6;1;6;17
4750000.0;43.973288;56.255097;78.0;45.0;16.5;2;7;17
2290000.0;43.845493;56.337885;45.4;30.5;6.0;2;1;5
1630000.0;43.82414;56.246386;36.0;20.0;8.0;1;2;5
3600000.0;43.942026;56.342406;58.5;31.7;8.9;2;4;9
7000000.0;44.020045;56.317587;94.0;58.4;12.0;4;5;8
9051360.0;43.983703;56.318934;83.0;40.0;15.0;2;5;6
2900000.0;43.957154;56.239423;33.1;33.1;0.0;0;6;25
10890440.0;43.983703;56.318934;102.7;61.0;15.0;3;4;6
3550000.0;43.953812;56.340799;40.3;0.0;0.0;1;6;17
6850000.0;44.03014758;56.30779079;88.7;40.0;16.0;2;5;10
2000000.0;44.021249;56.215573;53.9;32.9;8.5;2;1;3
1448567.0;43.954037;56.321092;24.9;16.0;5.5;1;1;3
13990000.0;44.018033;56.328389;190.0;100.0;9.0;5;3;5
4000000.0;43.870934;56.335999;86.3;52.3;8.7;4;5;9
4020720.0;44.07735257;56.30360161;60.92;32.15;10.88;2;7;10
3343290.0;43.92275454;56.30229069;76.3;0.0;0.0;3;5;27
2520810.0;43.94623626;56.30902238;35.5;16.2;7.9;1;18;24
3731220.0;43.94623626;56.30902238;58.9;32.2;8.9;2;6;24
3609510.0;43.94623626;56.30902238;56.5;33.9;8.3;2;7;24
3848980.0;43.94623626;56.30902238;58.0;26.9;10.9;2;12;24
1689140.0;43.83817873;56.34066982;28.63;17.95;0.0;0;12;13
4273780.0;43.83817873;56.34066982;87.22;49.1;11.22;4;9;13
3200000.0;43.804449;56.345115;71.7;40.0;10.0;3;9;9
2467125.0;43.9087128;56.34444428;38.3;21.7;8.3;2;7;10
3100000.0;43.858959;56.358647;62.3;43.7;7.0;3;2;9
5100000.0;44.005986;56.326887;73.7;52.0;11.0;4;1;2
2500000.0;44.005986;56.326887;34.1;17.1;10.0;1;3;9
1790000.0;44.005986;56.326887;33.2;17.2;10.1;1;7;9
5789340.0;44.005986;56.326887;91.1;46.8;15.4;3;8;17
2800000.0;44.005986;56.326887;42.7;21.6;9.8;1;10;17
3300000.0;43.925911;56.340545;60.6;34.5;7.7;3;4;18
5500000.0;43.996869;56.325569;122.0;64.2;8.5;3;2;3
2933720.0;44.01681588;56.26317406;51.7;24.1;14.1;2;7;19
3270000.0;43.997704;56.316194;36.0;18.0;8.0;1;1;9
2700000.0;44.052429;56.290519;51.1;37.6;13.1;2;5;5
3650000.0;43.873341;56.348482;42.8;17.9;10.5;1;8;17
2800000.0;43.982972;56.318416;45.1;30.1;5.5;2;4;5
4350000.0;43.951477;56.299985;67.2;38.1;9.8;3;19;23
3750000.0;44.077322;56.304855;50.6;25.5;12.4;1;6;8
2700000.0;43.950866;56.301359;40.3;17.7;9.0;1;15;25
2870000.0;44.04381621;56.29828435;42.7;28.1;5.5;2;4;5
2790000.0;43.919892;56.293866;60.0;38.6;9.0;3;4;9
5300000.0;44.016434;56.266407;87.0;45.0;15.0;3;9;17
1500000.0;43.849437;56.351594;36.0;0.0;0.0;1;1;2
4803084.0;0.0;0.0;68.4;31.6;14.2;2;7;17
6110181.0;0.0;0.0;88.2;52.8;11.3;3;4;17
3178656.0;0.0;0.0;45.3;18.4;10.7;1;5;17
4864860.0;0.0;0.0;77.2;36.5;14.5;2;5;17
6720021.0;0.0;0.0;97.0;50.2;16.4;3;5;17
3500000.0;43.836214;56.35342;83.0;60.0;9.5;5;2;3
6850000.0;44.034301;56.283884;93.4;50.0;13.5;3;8;10
3650000.0;44.039431;56.282965;60.2;43.9;7.5;3;9;9
3000000.0;43.977878;56.264192;43.6;33.0;7.2;2;1;9
5650000.0;43.858133;56.260418;109.0;75.7;10.0;5;4;13
2487550.0;43.91542905;56.34441476;38.3;18.7;11.7;1;8;20
2666400.0;43.91424888;56.3412509;45.0;26.5;7.0;2;8;10
2410200.0;43.901449;56.343982;41.0;18.0;9.0;1;5;10
4308000.0;43.86754097;56.21850203;68.0;40.0;11.5;2;11;17
2840000.0;43.86754097;56.21850203;44.0;17.0;9.5;1;14;17
3040800.0;43.826246;56.230442;54.3;32.0;10.4;2;8;10
2840000.0;43.86754097;56.21850203;43.0;17.0;9.5;1;15;17
3120180.0;43.918104;56.340245;56.0;32.0;10.3;2;6;10
2050290.0;43.826246;56.230442;35.3;16.5;10.4;1;6;10
2552000.0;43.86754097;56.21850203;42.0;20.2;9.5;1;1;17
1201200.0;43.826246;56.230442;18.2;12.5;2.0;0;6;10
3191680.0;43.91542905;56.34441476;49.9;25.3;11.7;2;7;17
1695180.0;43.815615;56.363858;28.6;16.3;5.1;1;6;10
2400000.0;43.82759783;56.23098573;45.0;18.0;9.5;1;6;10
2082200.0;43.826246;56.230442;35.9;16.5;10.4;1;1;10
2591400.0;43.91424888;56.3412509;44.0;19.6;10.2;2;7;10
3593680.0;43.90584103;56.34293202;62.0;36.0;9.0;2;7;10
1059580.0;43.815615;56.363858;17.6;12.3;2.0;0;6;10
3616640.0;43.91542905;56.34441476;56.5;34.5;9.7;2;7;17
5501200.0;43.86754097;56.21850203;87.0;44.0;13.7;2;7;17
2559050.0;43.91542905;56.34441476;39.4;20.7;10.8;2;7;17
1143780.0;43.826246;56.230442;17.3;12.5;2.0;0;1;10
4709600.0;43.826246;56.230442;84.1;50.4;13.2;3;5;10
2630000.0;43.867628;56.218441;43.0;17.0;9.5;1;1;17
2660000.0;43.95154137;56.30006851;36.6;29.2;0.0;0;4;25
2867200.0;43.826246;56.230442;51.0;30.0;8.5;2;2;10
1050000.0;43.935451;56.280092;19.0;19.0;0.0;1;4;5
2597650.0;43.815615;56.363858;45.8;25.6;8.4;2;7;10
2444200.0;43.815615;56.363858;43.3;26.5;7.1;2;8;10
1529600.0;43.826246;56.230442;24.0;13.2;2.0;0;7;10
2050290.0;43.826246;56.230442;36.0;16.5;12.5;1;1;10
3138300.0;43.826246;56.230442;57.0;36.0;8.5;3;10;10
1665280.0;43.826246;56.230442;26.0;13.2;2.0;0;6;10
4363700.0;43.798769;56.362754;79.3;48.0;9.0;3;5;10
2964160.0;43.91424888;56.3412509;52.0;31.0;6.0;2;7;10
2983750.0;43.798769;56.362754;54.3;31.5;10.2;2;5;10
1816950.0;43.815615;56.363858;31.9;16.3;8.4;1;6;10
1665280.0;43.826246;56.230442;28.0;0.0;2.0;0;9;10
2069670.0;43.826246;56.230442;36.3;16.5;10.4;1;7;10
3072000.0;43.91424888;56.3412509;51.2;30.0;8.5;2;6;10
1081280.0;43.815615;56.363858;17.4;12.3;2.0;0;5;10
3040800.0;43.826246;56.230442;54.0;10.4;32.0;2;10;10
2915190.0;43.91424888;56.3412509;50.0;27.0;8.0;2;6;10
2344550.0;43.91542905;56.34441476;36.1;17.4;10.8;1;7;17
2770000.0;43.86754097;56.21850203;43.0;20.2;9.5;1;8;17
2926550.0;43.798769;56.362754;53.0;32.0;8.5;2;5;10
2249520.0;43.815615;56.363858;38.7;18.1;8.9;1;4;10
1632000.0;43.826246;56.230442;25.0;13.2;2.0;0;1;10
2055520.0;43.826246;56.230442;35.4;16.5;10.4;1;5;10
5058400.0;43.86754097;56.21850203;87.0;44.0;13.7;2;1;17
2072520.0;43.826246;56.230442;36.4;16.5;12.5;1;5;10
4066400.0;43.86754097;56.21850203;70.0;41.0;11.5;2;1;17
2867200.0;43.826246;56.230442;51.2;30.0;8.6;2;7;10
1496320.0;43.826246;56.230442;23.4;10.2;2.0;0;1;10
3161950.0;43.826246;56.230442;57.0;36.0;8.5;3;1;10
2991509.0;43.822062;56.230068;54.5;0.0;0.0;2;2;10
2100000.0;43.91424888;56.3412509;29.1;14.8;6.0;1;12;17
1750000.0;43.919335;56.257173;29.7;16.4;6.3;1;1;9
3710080.0;43.91542905;56.34441476;58.0;34.8;11.7;2;7;17
2747970.0;43.826246;56.230442;48.2;30.2;7.2;2;5;10
3780240.0;43.826246;56.230442;66.3;36.6;13.2;2;5;10
3275790.0;43.826246;56.230442;57.5;36.0;8.5;2;5;10
3065440.0;43.826246;56.230442;54.0;32.0;10.0;2;1;10
1881000.0;43.798769;56.362754;33.0;16.5;8.6;1;5;10
4400000.0;43.970099;56.255352;76.0;43.0;13.0;2;9;17
3150000.0;43.984553;56.256103;48.0;29.0;8.5;2;2;9
3584640.0;43.91542905;56.34441476;56.0;33.2;10.8;2;7;17
4550000.0;43.970099;56.255352;79.0;46.0;16.6;3;7;17
4180000.0;44.073935;56.305035;53.0;0.0;0.0;1;3;14
3955680.0;44.018338;56.263597;61.0;32.5;10.7;2;4;17
2470000.0;43.922253;56.334816;36.0;16.0;7.0;1;8;10
1650000.0;43.920513;56.329132;22.0;12.0;5.0;1;2;9
5744000.0;44.020584;56.265172;92.0;46.8;15.4;3;8;17
5447800.0;44.023531;56.267172;82.0;48.4;11.4;3;6;17
1520000.0;43.984714;56.262147;32.3;0.0;0.0;1;3;3
4200000.0;43.801997;56.367078;92.3;49.0;10.5;4;4;10
2900000.0;43.997434;56.291369;35.0;0.0;0.0;2;4;4
1890000.0;43.964017;56.238007;31.0;17.1;6.7;1;1;5
5950000.0;43.935064;56.343648;96.0;10.3;63.0;4;2;9
4200000.0;43.802823;56.366844;76.0;0.0;12.0;3;7;10
2815540.0;44.01820888;56.26366006;42.5;19.5;9.6;1;17;17
4384840.0;44.01725401;56.2646333;68.6;36.8;12.1;2;15;17
2843800.0;44.01950191;56.26582158;46.8;18.9;9.5;1;3;17
4440610.0;44.01865949;56.26623343;75.9;37.7;13.1;2;16;17
3994190.0;44.01725401;56.2646333;60.9;32.5;10.7;2;4;17
1850000.0;43.805806;56.361778;31.8;17.2;6.5;1;2;9
4095000.0;43.990221;56.319664;46.0;34.0;12.0;1;3;6
3310800.0;43.93169633;56.27276576;53.4;31.4;9.2;2;9;14
3127000.0;44.05870458;56.29337574;52.12;16.17;18.6;1;18;25
3157740.0;43.99836552;56.3038439;59.58;30.14;11.34;2;3;18
9410000.0;44.01754191;56.32293761;81.17;37.1;28.4;2;2;6
1625000.0;43.945961;56.293437;36.0;0.0;0.0;1;2;3
1490000.0;43.911367;56.34261;18.0;0.0;0.0;1;1;10
3100000.0;43.938631;56.312749;38.0;19.0;8.0;1;5;9
1100000.0;43.808366;56.369885;45.0;25.0;10.0;2;1;1
2000000.0;43.889825;56.263257;39.0;21.7;8.0;2;3;5
2900000.0;43.950309;56.343029;40.0;20.0;11.0;1;2;16
2800000.0;43.843005;56.303556;59.2;36.3;9.5;2;10;10
2150000.0;44.005986;56.326887;38.0;23.0;6.0;2;1;5
2850000.0;44.005986;56.326887;42.1;27.9;5.4;2;2;5
3450000.0;43.95366;56.236466;46.5;16.3;9.6;1;9;14
1990000.0;43.881839;56.311776;41.2;27.8;5.9;2;4;5
3876000.0;44.018338;56.263597;60.9;32.5;10.7;2;17;17
4500000.0;44.005986;56.326887;62.6;37.7;8.0;3;2;9
2800000.0;44.005986;56.326887;55.5;35.0;6.0;3;5;5
10000000.0;44.032828;56.323403;104.3;61.7;15.4;3;1;5
3100000.0;43.855276;56.225348;57.0;36.5;6.9;3;1;9
4390000.0;43.986484;56.252002;74.5;51.0;8.4;4;9;9
13000000.0;43.855159;56.245235;167.8;96.8;25.0;4;2;4
4200000.0;43.842969;56.249466;49.8;29.2;8.8;2;8;10
2550000.0;43.91284;56.263882;56.5;33.2;8.6;2;1;5
4100000.0;43.989152;56.305129;59.0;27.0;17.8;3;5;5
1600000.0;43.827249;56.247971;45.1;22.0;6.3;2;1;2
3980000.0;43.977851;56.255853;64.0;38.0;8.0;3;3;9
4450000.0;43.938918;56.327291;84.0;0.0;0.0;4;1;5
3350000.0;43.947057;56.229116;58.0;38.0;9.0;2;9;9
2380000.0;43.931336;56.335276;33.0;0.0;0.0;1;4;9
1320000.0;43.794505;56.381734;30.0;20.0;5.0;1;2;2
2100000.0;43.94395;56.287643;33.8;17.1;5.9;1;5;9
2700000.0;44.050848;56.279382;51.4;28.0;8.0;2;9;10
2250000.0;43.870143;56.253687;42.6;27.4;5.6;2;5;5
2300000.0;43.86639195;56.24524292;40.3;30.0;5.5;2;5;5
2344550.0;43.91542905;56.34441476;36.0;17.0;10.0;1;2;17
1850000.0;43.918886;56.324206;31.5;17.7;5.5;1;4;5
3300000.0;44.073683;56.312445;45.0;29.0;7.5;2;8;9
4873400.0;43.97699378;56.30171958;82.6;37.6;19.1;2;9;25
3588750.0;43.97661922;56.30044324;43.5;16.2;11.5;1;8;25
5781600.0;43.97661922;56.30044324;80.3;35.8;14.8;2;5;25
3316500.0;43.97699378;56.30171958;49.5;16.0;14.5;1;9;25
3928000.0;43.97661922;56.30044324;49.1;16.2;11.7;1;5;25
1832880.0;43.7982062;56.3612007;32.73;16.52;8.58;1;1;10
1230000.0;43.884552;56.301953;34.0;22.0;5.5;1;1;2
2600000.0;43.849329;56.331119;62.6;48.7;6.0;3;1;5
2730000.0;43.924321;56.343004;51.2;30.2;9.0;2;1;9
2100000.0;43.849796;56.352243;55.4;42.3;6.0;3;2;4
2730000.0;43.924321;56.343004;51.0;30.0;9.0;2;1;9
3100000.0;43.928013;56.336912;62.4;43.1;6.9;3;3;9
3750000.0;43.878506;56.317462;62.6;44.0;7.1;3;3;9
3800000.0;44.069767;56.292003;62.7;37.5;9.3;3;6;9
2300000.0;43.81275;56.357076;47.0;0.0;0.0;2;3;5
3400000.0;43.846491;56.185467;69.0;0.0;0.0;3;3;3
1480000.0;43.861178;56.216975;17.0;12.0;2.0;0;4;10
4550000.0;43.973288;56.255097;78.0;45.0;16.0;3;7;17
3550000.0;43.897432;56.264789;72.0;0.0;0.0;2;3;17
5422805.0;44.018338;56.263597;81.1;48.4;11.4;3;7;17
4200000.0;44.073144;56.293147;74.7;40.5;9.1;3;4;9
3550000.0;43.866774;56.340171;71.4;46.0;8.5;3;5;5
3400000.0;43.845359;56.236576;42.0;28.0;10.0;1;6;17
5500000.0;43.94418778;56.34402625;93.2;52.4;8.0;4;13;16
2399000.0;44.027914;56.318251;30.3;18.5;5.5;1;9;9
2650000.0;43.823296;56.365269;59.0;43.0;7.0;3;5;9
2598750.0;43.7987874;56.36208068;45.8;25.62;8.43;2;7;10
4709600.0;43.82559323;56.23038617;83.2;50.4;13.18;3;5;10
2747970.0;43.82559323;56.23038617;47.36;30.22;7.2;2;8;10
2999000.0;44.005986;56.326887;46.0;36.0;7.2;2;3;9
3100000.0;43.915814;56.338714;55.0;27.0;11.0;2;9;10
6007500.0;43.97661922;56.30044324;80.1;35.8;14.6;2;8;25
2430000.0;43.981642;56.319998;32.0;18.0;7.0;1;1;9
3200000.0;43.85131543;56.26453379;55.6;40.0;7.0;3;2;9
4290000.0;44.019192;56.264547;70.0;37.0;12.0;2;14;17
3600000.0;43.881094;56.301459;74.7;52.2;8.1;4;2;10
1550000.0;43.945961;56.293437;38.0;27.0;0.0;1;3;3
3398220.0;44.029309;56.312478;50.4;20.8;12.2;1;18;18
4800000.0;44.028498;56.309439;60.0;38.0;22.0;3;7;9
2350000.0;43.823122;56.362751;53.7;38.0;6.0;3;1;4
1966000.0;43.981868;56.259582;24.2;0.0;0.0;0;2;17
5200000.0;44.031759;56.317633;71.0;63.0;8.0;3;8;9
3700000.0;43.952545;56.28599;59.8;28.3;9.6;2;4;10
2470000.0;43.873108;56.321107;45.6;27.3;7.4;2;3;9
1450000.0;43.92592;56.32223;20.0;11.4;5.3;1;1;6
3050000.0;43.958358;56.239958;32.4;18.1;5.2;1;13;25
5162400.0;43.97699378;56.30171958;71.7;33.0;26.4;2;15;25
1199000.0;43.886681;56.309359;21.9;12.0;5.0;1;1;9
3800000.0;44.013631;56.311426;72.0;50.0;7.0;3;1;4
3300000.0;44.081394;56.295715;40.0;17.0;9.0;1;9;17
4800000.0;44.079019;56.286478;71.0;40.0;11.0;3;5;5
5100000.0;43.862957;56.354654;92.0;70.0;10.0;4;3;9
5990000.0;43.830851;56.342401;128.0;67.0;14.0;4;8;10
2461550.0;43.9087128;56.34444428;37.9;18.7;11.4;1;9;17
3437350.0;43.9087128;56.34444428;56.4;34.0;8.9;2;4;17
2132800.0;43.9087128;56.34444428;34.4;14.0;8.3;1;5;17
2852970.0;43.9087128;56.34444428;46.8;27.6;11.4;2;7;17
1280000.0;43.827686;56.232871;19.0;0.0;5.0;1;3;9
2850000.0;44.085981;56.282036;48.0;19.5;15.0;1;4;14
4800000.0;44.005986;56.326887;63.4;38.2;9.3;3;7;9
1850000.0;43.870467;56.348691;30.9;18.8;5.4;1;4;5
3400000.0;43.803944;56.360684;56.2;38.1;9.7;3;8;11
3440000.0;43.90584103;56.34293202;60.0;32.0;9.0;2;2;10
1799000.0;43.881058;56.32221;35.0;18.0;9.0;1;3;9
4950000.0;44.022641;56.309779;67.5;44.2;6.7;3;8;14
3099000.0;0.0;0.0;43.2;27.0;7.0;2;9;9
2590000.0;43.95613;56.238847;32.0;17.4;5.0;1;10;25
7600000.0;43.994299;56.314966;108.0;68.5;24.7;3;8;9
1470000.0;44.002681;56.326782;35.0;16.0;9.0;1;1;3
