price;longitude;latitude;total_square;living_square;kitchen_square;number_of_rooms;floor_number;number_of_floors;pricePerSquare
5000000.0;44.068141;56.283884;78.0;46.7;11.6;3;3;19;64102.5641025641
2695000.0;44.060089;56.292475;42.0;19.0;10.5;1;6;6;64166.666666666664
2270000.0;43.905833;56.34297;32.0;17.0;8.4;1;2;10;70937.5
3400000.0;43.940544;56.311826;55.6;28.7;8.0;2;2;9;61151.07913669065
3390000.0;43.91434;56.327016;82.0;55.0;7.0;3;3;5;41341.46341463415
3700000.0;44.051845;56.288466;62.7;43.8;7.0;3;3;9;59011.16427432217
2550000.0;43.805536;56.345259;52.0;28.5;9.3;2;3;9;49038.46153846154
2614000.0;44.02097;56.265717;43.0;19.5;9.6;1;17;17;60790.6976744186
2280000.0;43.911367;56.34261;30.0;16.5;5.0;1;6;10;76000.0
2080000.0;43.981283;56.318071;42.2;24.0;8.5;1;1;4;49289.09952606635
2013000.0;43.830851;56.342401;36.0;19.0;8.0;1;5;10;55916.666666666664
4100000.0;44.018338;56.263597;69.0;36.8;12.1;2;7;17;59420.289855072464
3220000.0;44.079046;56.303481;42.0;19.0;11.0;1;2;9;76666.66666666667
1990000.0;43.890661;56.193547;54.0;32.0;11.0;2;1;3;36851.851851851854
5800000.0;44.068141;56.292083;85.6;49.3;11.8;3;5;17;67757.0093457944
3000000.0;43.825497;56.36641;61.4;45.0;7.0;3;4;9;48859.9348534202
2490000.0;43.912041;56.273645;44.4;30.8;5.6;2;1;5;56081.08108108108
2590000.0;43.908483;56.262547;48.0;29.0;9.2;2;6;9;53958.333333333336
3200000.0;43.906318;56.343658;54.0;32.0;8.4;3;6;10;59259.25925925926
2900000.0;43.984328;56.277698;42.0;28.7;6.3;3;5;5;69047.61904761905
2200000.0;44.04151365;56.2865293;40.0;18.0;12.0;1;11;26;55000.0
2371500.0;43.9087128;56.34444428;38.3;21.7;8.3;2;2;17;61919.06005221933
5000000.0;44.070548;56.283884;86.4;50.9;11.0;3;4;17;57870.370370370365
2400000.0;43.92503;56.283605;44.3;32.0;5.5;2;1;5;54176.072234762985
2450000.0;43.911762;56.271715;42.0;33.0;6.0;2;1;5;58333.333333333336
2390000.0;43.967772;56.236481;36.0;18.0;8.0;1;7;10;66388.88888888889
2880000.0;43.938765;56.313553;40.0;18.0;10.0;1;12;12;72000.0
1790000.0;43.956929;56.331892;26.2;17.0;6.0;1;1;5;68320.6106870229
2550000.0;43.919766;56.329896;45.7;30.9;5.9;2;5;5;55798.68708971553
3450000.0;44.077762;56.286637;47.0;21.0;14.8;1;4;12;73404.25531914894
5100000.0;44.076154;56.304086;65.8;34.8;10.0;2;13;14;77507.59878419453
2550000.0;44.087814;56.281646;55.0;30.0;14.0;2;9;16;46363.63636363636
6290000.0;43.9882;56.286767;75.0;16.0;32.0;2;8;18;83866.66666666667
2600000.0;44.017754;56.262582;45.3;19.0;10.0;1;1;17;57395.143487858724
5500000.0;44.037517;56.310413;64.0;34.0;12.0;2;7;10;85937.5
1350000.0;43.845143;56.339811;31.0;20.0;5.0;1;1;2;43548.3870967742
1963000.0;43.871994;56.344656;30.8;18.4;6.3;1;5;5;63733.76623376623
2690000.0;43.862957;56.354622;48.7;27.9;7.0;2;6;9;55236.13963039014
2890000.0;43.851755;56.349475;58.4;40.3;7.0;3;2;9;49486.30136986302
3311000.0;44.05870458;56.29337574;53.84;24.04;10.55;2;15;25;61497.028231797914
4301240.0;44.01950191;56.26582158;69.3;32.8;11.0;2;3;17;62066.95526695527
2847660.0;44.01725401;56.2646333;42.9;19.5;9.2;1;16;17;66379.02097902098
2054970.0;44.01123513;56.25999974;36.2;17.3;8.4;1;10;19;56767.1270718232
4100000.0;44.080403;56.307651;52.5;15.5;22.5;1;10;22;78095.23809523809
2800000.0;43.930824;56.336583;44.2;30.0;7.5;2;3;9;63348.41628959276
5250000.0;43.85294;56.358726;68.6;35.0;12.0;2;4;10;76530.61224489796
3650000.0;43.825335;56.365842;70.2;36.5;11.9;2;13;19;51994.30199430199
2450000.0;43.90922574;56.26364311;39.5;28.0;5.7;2;2;5;62025.3164556962
3670000.0;44.00516;56.320732;46.0;25.0;7.0;1;2;3;79782.60869565218
2470000.0;43.88015;56.265277;47.1;31.8;6.0;1;3;5;52441.6135881104
4000000.0;43.913792;56.332551;58.0;34.0;10.0;2;12;12;68965.5172413793
4600000.0;43.913792;56.332551;68.0;10.0;41.0;3;6;12;67647.05882352941
2900000.0;44.047345;56.288401;52.3;36.5;7.0;3;6;9;55449.330783938814
5099000.0;43.862957;56.354622;91.0;67.0;10.0;4;3;9;56032.96703296703
1800000.0;43.821661;56.368923;45.3;32.9;5.5;2;2;5;39735.09933774835
4800000.0;43.941505;56.301514;78.0;33.0;15.0;2;14;17;61538.46153846154
2200000.0;43.82954007;56.23781213;30.6;16.0;6.0;1;6;10;71895.4248366013
3060000.0;43.873215;56.347584;43.0;18.0;10.5;1;2;17;71162.79069767441
2100000.0;44.018769;56.214142;54.6;32.6;8.5;2;2;3;38461.53846153846
1660000.0;43.88225;56.229588;33.0;18.0;7.0;1;1;9;50303.030303030304
3072000.0;43.90858405;56.34337819;50.5;30.1;8.6;2;10;10;60831.683168316835
3120180.0;43.90858405;56.34337819;53.9;31.9;10.4;2;1;10;57888.31168831169
3449215.0;43.91542905;56.34441476;57.3;34.8;11.7;2;14;17;60195.72425828971
3400000.0;44.068132;56.291653;62.4;33.0;9.0;2;5;9;54487.17948717949
2182235.0;43.91542905;56.34441476;36.1;17.4;10.8;1;2;17;60449.72299168975
4200000.0;44.000938;56.305779;66.7;40.6;7.5;3;4;10;62968.51574212893
6500000.0;43.990392;56.2956;86.0;49.0;12.0;3;2;9;75581.3953488372
4390000.0;44.020476;56.309933;60.0;35.0;15.0;2;16;17;73166.66666666667
2178000.0;44.04288119;56.24720009;39.0;8.5;20.5;1;15;19;55846.153846153844
1550000.0;43.842816;56.227385;35.8;25.0;5.0;2;2;2;43296.089385474865
2490000.0;43.955573;56.231828;48.0;33.0;6.5;2;2;5;51875.0
1850000.0;44.032514;56.310243;35.0;22.0;6.0;2;2;2;52857.142857142855
5462200.0;43.98184483;56.25952466;80.1;47.1;10.6;3;14;17;68192.25967540574
4028140.0;43.98184483;56.25952466;64.9;33.0;12.2;2;14;17;62066.872110939905
6750000.0;44.015266;56.260878;81.0;45.0;14.0;3;8;17;83333.33333333333
2495360.0;43.98184483;56.25952466;33.99;14.67;10.3;1;10;17;73414.53368637835
5744610.0;44.015455;56.262222;91.1;46.8;15.4;3;8;17;63058.2875960483
4744880.0;43.979899;56.260548;80.15;47.1;10.6;3;7;17;59199.99999999999
2491680.0;43.94668;56.301189;35.8;15.8;9.3;1;17;23;69600.0
2800260.0;44.01820888;56.26366006;42.3;19.5;9.6;1;12;17;66200.0
2750000.0;44.016245;56.262038;45.0;20.0;10.0;1;17;17;61111.11111111111
2650000.0;43.865894;56.357824;54.0;30.0;9.0;2;1;4;49074.07407407407
4038950.0;44.01725401;56.2646333;60.9;32.5;10.7;2;13;17;66321.01806239737
4339410.0;44.01950191;56.26582158;69.1;32.8;11.0;2;13;17;62798.98697539798
4072500.0;43.97661922;56.30044324;54.3;28.8;10.4;2;11;25;75000.0
4776600.0;43.97699378;56.30171958;83.8;37.6;19.4;2;5;25;57000.0
6168000.0;43.97699378;56.30171958;102.8;51.6;20.7;3;4;25;60000.0
4233600.0;43.97699378;56.30171958;58.8;33.0;13.4;2;17;25;72000.0
3686500.0;43.97699378;56.30171958;50.5;16.0;14.8;1;6;25;73000.0
4360000.0;44.060784;56.298477;56.1;18.0;10.0;2;15;17;77718.36007130124
1850000.0;43.82732;56.237687;28.5;16.0;5.0;1;7;10;64912.28070175439
4050000.0;44.073001;56.283864;79.0;35.0;11.0;2;8;17;51265.82278481012
2400000.0;43.919101;56.323682;42.2;28.3;6.0;2;2;5;56872.03791469194
2800000.0;43.922057;56.328958;52.4;39.0;7.0;3;1;9;53435.114503816796
1450000.0;43.910603;56.291489;34.0;22.0;5.0;2;2;2;42647.05882352941
6550000.0;43.997713;56.316179;80.0;49.0;8.0;3;9;10;81875.0
4800000.0;44.066425;56.299056;57.0;38.2;6.6;3;7;9;84210.52631578948
3600000.0;43.821329;56.226359;74.0;43.0;8.0;3;1;10;48648.64864864865
2720000.0;44.005986;56.326887;42.8;25.5;7.4;2;7;9;63551.401869158886
3800000.0;44.005986;56.326887;64.5;33.0;9.0;2;3;6;58914.72868217054
4500000.0;43.933205;56.346611;64.4;34.4;9.1;2;2;9;69875.77639751552
2350000.0;44.005986;56.326887;38.1;24.0;5.2;2;7;19;61679.790026246716
3100000.0;44.005986;56.326887;43.5;27.0;7.0;2;8;9;71264.36781609195
3200000.0;44.005986;56.326887;53.9;29.2;8.1;2;2;5;59369.202226345085
2000000.0;43.909067;56.328763;32.3;17.9;5.8;1;5;5;61919.50464396286
1880000.0;44.04191;56.292438;29.9;17.3;5.9;1;3;5;62876.25418060201
2700000.0;44.005986;56.326887;44.0;30.0;6.0;3;4;5;61363.63636363636
4600000.0;44.031057;56.318108;63.3;38.9;8.0;3;2;9;72669.8262243286
4162000.0;44.020584;56.265172;76.5;37.7;13.1;2;7;17;54405.228758169935
4650000.0;43.913792;56.332551;68.0;41.3;9.9;3;6;12;68382.35294117648
2500000.0;43.870403;56.29573;54.3;40.0;6.0;3;2;4;46040.51565377533
2727500.0;43.92404;56.303593;57.5;32.0;9.0;2;15;19;47434.782608695656
1799000.0;44.005986;56.326887;30.0;18.0;5.5;1;9;9;59966.666666666664
3299000.0;43.84738;56.340974;42.0;20.0;12.0;1;4;17;78547.61904761905
2400000.0;44.04191;56.292438;43.7;28.8;5.8;2;3;5;54919.908466819215
1800000.0;43.813109;56.357719;33.3;17.3;5.8;1;5;5;54054.05405405406
13500000.0;44.080403;56.307651;166.3;123.4;27.5;3;18;22;81178.59290438965
5500000.0;44.027672;56.31221;86.5;55.0;9.5;4;1;10;63583.815028901736
4400000.0;43.943823;56.29585;65.0;44.0;7.0;3;7;9;67692.30769230769
3400000.0;43.948566;56.277113;65.6;37.6;9.0;3;3;9;51829.26829268293
1490000.0;43.906714;56.275709;38.6;28.4;5.6;2;2;2;38601.03626943005
2200000.0;44.084544;56.276738;36.0;15.2;8.5;1;15;19;61111.11111111111
1650000.0;44.005986;56.326887;23.0;11.0;6.0;1;5;5;71739.13043478261
4080000.0;44.073001;56.283864;65.0;35.0;13.4;2;6;17;62769.230769230766
4400000.0;43.913792;56.332551;67.0;34.0;13.1;2;12;12;65671.64179104478
4050000.0;43.913586;56.332222;60.0;32.0;10.2;2;12;12;67500.0
1850000.0;43.878129;56.317422;36.2;17.8;8.9;1;9;9;51104.9723756906
2300000.0;44.04354637;56.24968497;38.1;24.0;14.1;2;7;19;60367.454068241466
5500000.0;43.940544;56.311826;94.0;47.0;10.0;3;6;10;58510.63829787234
2890000.0;43.918679;56.256598;50.2;39.0;9.0;2;6;9;57569.721115537846
4200000.0;44.005986;56.326887;69.0;38.0;12.0;2;4;16;60869.565217391304
2250000.0;43.865984;56.267587;37.6;22.0;5.8;2;3;9;59840.425531914894
2100000.0;43.812085;56.366974;40.0;20.0;8.5;1;3;14;52500.0
3550000.0;43.866774;56.340171;70.6;46.1;8.0;3;5;5;50283.28611898018
2250000.0;43.90524;56.3155;55.0;43.0;6.0;3;3;5;40909.09090909091
3100000.0;43.97617221;56.24835293;61.9;31.5;12.9;2;2;10;50080.775444264946
14000000.0;44.000435;56.307117;176.0;140.0;13.6;5;21;22;79545.45454545454
4365000.0;44.020584;56.265172;76.0;38.0;13.0;2;4;17;57434.21052631579
2900000.0;43.970099;56.255352;49.0;18.0;14.2;1;7;17;59183.67346938775
4400000.0;43.973288;56.255097;75.6;42.0;12.2;2;7;17;58201.05820105821
4600000.0;43.970099;56.255352;79.0;46.0;16.5;3;4;17;58227.84810126582
2650000.0;43.970099;56.255352;45.6;19.5;10.0;1;12;17;58114.0350877193
2070000.0;43.937122;56.326523;34.5;17.0;9.0;1;2;9;60000.0
2800000.0;43.859175;56.362601;58.6;29.8;9.2;2;1;12;47781.56996587031
1903000.0;43.92404;56.303593;41.0;18.7;9.0;1;16;27;46414.634146341465
2641000.0;43.92404;56.303593;57.8;31.0;12.4;2;16;27;45692.04152249135
3323000.0;43.92404;56.303593;76.3;48.0;16.3;3;14;19;43551.76933158585
2000000.0;43.949375;56.274619;38.0;18.0;9.0;1;11;13;52631.57894736842
3250000.0;43.975848;56.313503;51.0;26.0;10.0;2;3;10;63725.490196078434
3050000.0;43.950911;56.301339;41.5;16.0;10.0;1;1;24;73493.97590361445
1850000.0;43.82768;56.231098;29.4;17.6;5.4;1;6;9;62925.17006802721
3920000.0;43.97661922;56.30044324;49.0;16.2;11.7;1;6;25;80000.0
4400000.0;43.973288;56.255097;79.0;45.0;17.0;2;9;17;55696.20253164557
2450000.0;44.014017;56.31574;33.7;19.0;6.0;1;4;5;72700.29673590504
3170000.0;43.945647;56.288176;60.7;41.5;5.7;4;8;9;52224.05271828665
6102000.0;43.97699378;56.30171958;101.7;52.0;19.0;3;4;25;60000.0
6066000.0;43.97699378;56.30171958;101.1;52.0;18.4;3;9;25;60000.0
3651600.0;43.97699378;56.30171958;53.7;28.8;9.3;2;22;25;68000.0
6513000.0;43.97661922;56.30044324;100.2;52.0;12.2;3;5;25;65000.0
2900000.0;43.851045;56.359704;48.9;28.0;7.0;2;1;9;59304.70347648262
4240800.0;43.97661922;56.30044324;58.9;33.9;11.0;2;3;25;72000.0
5212500.0;43.97661922;56.30044324;69.5;31.8;11.5;2;8;25;75000.0
3260000.0;43.945961;56.341523;45.9;16.2;13.0;1;16;23;71023.9651416122
3250000.0;43.924878;56.341682;50.0;18.0;12.0;1;2;14;65000.0
4150000.0;43.798056;56.362476;78.0;45.7;13.7;3;6;10;53205.1282051282
2080000.0;43.827554;56.238557;28.6;16.4;5.0;1;10;11;72727.27272727272
7200000.0;43.994039;56.309619;118.5;57.1;15.2;3;6;8;60759.49367088608
1420000.0;43.922254;56.257818;31.0;17.5;5.0;1;1;5;45806.45161290323
3900000.0;43.98042;56.270106;68.2;9.1;48.6;4;9;9;57184.75073313783
10000000.0;44.031768;56.322674;120.0;62.8;20.3;4;2;7;83333.33333333333
2800000.0;43.85639;56.288786;71.5;47.5;6.6;3;3;3;39160.83916083916
2050000.0;43.831758;56.353819;43.7;27.4;5.5;2;2;4;46910.75514874142
5100000.0;44.000516;56.307077;74.0;37.0;12.0;2;9;22;68918.91891891892
4700000.0;43.929396;56.342685;87.3;57.5;7.5;4;12;12;53837.34249713631
2900000.0;43.847119;56.305199;58.5;41.9;5.6;3;5;5;49572.64957264957
2550000.0;43.95154;56.319664;63.5;47.6;6.2;4;1;2;40157.48031496063
3178656.0;44.025085;56.311716;45.28;18.38;10.67;1;7;17;70200.0
3398264.0;44.025085;56.311716;45.28;18.38;10.67;1;9;17;75050.0
4993827.0;44.014395;56.313139;66.54;30.38;14.75;2;7;17;75050.0
6562627.0;44.025085;56.311716;100.27;58.84;13.5;3;2;17;65449.55619826469
3451734.0;44.025085;56.311716;49.17;17.28;14.23;1;6;17;70200.0
5086131.0;44.014395;56.313139;67.77;31.62;13.5;2;11;17;75049.88933156265
3300000.0;43.936969;56.345369;56.2;32.1;9.0;2;3;9;58718.86120996441
1960000.0;43.942574;56.30426;43.5;29.0;6.0;2;3;5;45057.471264367814
2600000.0;43.915894;56.286772;61.3;45.3;6.0;3;1;5;42414.35562805873
3380000.0;43.9124;56.334622;62.0;42.0;7.2;3;6;9;54516.12903225807
2590000.0;44.043365;56.294101;36.6;21.5;6.6;1;1;10;70765.02732240436
3800000.0;44.076369;56.30457;54.0;22.0;11.4;1;4;10;70370.37037037036
2200000.0;43.953049;56.223807;30.5;16.0;5.0;1;9;10;72131.14754098361
3650000.0;43.820394;56.230002;66.0;36.0;9.1;2;2;15;55303.030303030304
2900000.0;43.877968;56.256883;55.0;30.0;9.0;2;9;10;52727.27272727273
3407040.0;43.951468;56.300964;54.6;26.3;10.3;2;21;23;62400.0
3040000.0;44.045521;56.285923;60.4;32.3;16.1;2;23;25;50331.12582781457
1790000.0;43.856004;56.193973;32.9;16.0;9.9;1;3;3;54407.29483282675
2490000.0;43.92299281;56.30229204;60.1;31.7;15.3;2;22;27;41430.94841930117
2180000.0;44.045521;56.285923;43.1;19.9;12.4;1;14;27;50580.046403712295
3358488.0;44.025085;56.311716;44.75;18.38;10.14;1;14;17;75050.01117318436
2000050.0;43.881273;56.270441;36.5;18.0;10.0;1;6;9;54795.890410958906
1600000.0;43.791011;56.380622;40.7;29.8;4.5;3;2;2;39312.03931203931
2000000.0;43.858735;56.313838;40.4;26.7;5.5;2;2;5;49504.95049504951
5100000.0;44.079019;56.286478;84.9;42.8;12.2;2;5;6;60070.671378091865
4100000.0;43.845547;56.253242;62.0;42.0;9.0;3;4;9;66129.03225806452
5407080.0;44.01820888;56.26366006;81.5;48.4;11.4;3;4;17;66344.53987730062
4550000.0;44.06347;56.316284;63.0;34.0;14.0;2;7;19;72222.22222222222
3199000.0;43.948395;56.225713;48.0;21.0;11.0;1;17;19;66645.83333333333
2650000.0;43.9701;56.255352;46.0;18.0;9.0;1;12;17;57608.69565217391
3000000.0;43.880222;56.228426;62.2;43.2;6.8;3;2;9;48231.51125401929
2760000.0;44.043033;56.300235;45.0;30.0;6.0;2;4;5;61333.333333333336
3200000.0;44.043805;56.302872;51.0;34.0;6.0;3;1;9;62745.098039215685
5500000.0;44.012634;56.264512;91.0;50.0;15.0;3;15;17;60439.56043956044
4100000.0;44.068132;56.291653;65.0;42.0;9.0;3;7;9;63076.92307692308
2550000.0;44.022731;56.307247;42.0;25.0;6.0;3;5;5;60714.28571428572
2290000.0;43.892673;56.262462;40.0;18.0;9.0;1;4;10;57250.0
2170000.0;43.978911;56.240838;40.0;19.0;9.0;1;9;9;54250.0
3050000.0;43.989359;56.32183;43.0;29.0;6.0;2;4;5;70930.23255813954
4100000.0;44.010379;56.319494;48.0;28.0;9.0;2;6;9;85416.66666666667
6300000.0;44.061143;56.283819;79.01;39.1;17.2;2;13;17;79736.74218453359
7500000.0;44.060236;56.319489;155.0;110.0;25.0;4;5;6;48387.096774193546
1700000.0;43.91417;56.328509;28.4;17.2;5.7;1;1;5;59859.15492957747
4226400.0;43.97661922;56.30044324;58.7;33.9;11.0;2;7;25;72000.0
2150000.0;43.856767;56.311966;52.0;35.3;7.5;2;2;2;41346.153846153844
2920000.0;43.851728;56.359434;46.3;19.3;9.6;1;9;10;63066.954643628516
3300000.0;43.854171;56.358612;40.6;18.7;9.8;1;2;10;81280.7881773399
2550000.0;43.827276;56.36108;44.4;20.4;11.8;1;1;10;57432.43243243243
3298400.0;43.927887;56.270061;53.2;31.4;9.2;2;11;14;62000.0
4610000.0;44.013874;56.316744;54.3;32.0;8.0;2;1;4;84898.7108655617
5350000.0;43.980016;56.265242;65.5;31.0;13.5;2;2;10;81679.3893129771
2530090.0;44.04896792;56.27571105;50.3;21.6;13.8;2;18;18;50300.0
2030560.0;44.04832419;56.27590206;39.2;12.9;19.5;1;4;18;51799.99999999999
2950000.0;44.044003;56.291658;51.0;34.0;6.0;3;2;5;57843.13725490196
2400910.0;44.04896792;56.27571105;49.3;23.0;14.0;2;2;18;48700.0
2603380.0;44.04896792;56.27571105;52.7;26.6;13.6;2;9;18;49400.0
2405000.0;43.930609;56.323053;33.5;16.1;7.4;1;6;18;71791.04477611941
1733100.0;44.04896792;56.27571105;32.7;10.8;12.5;1;17;18;52999.99999999999
4137700.0;44.04832419;56.27590206;80.5;48.8;11.0;4;3;18;51400.0
5250000.0;44.061314;56.31597;80.4;47.1;11.2;3;13;17;65298.50746268656
9254700.0;44.032145;56.307571;169.6;80.2;13.5;3;23;24;54567.806603773584
4064000.0;44.032145;56.307571;60.1;23.3;16.9;1;4;24;67620.63227953411
3800000.0;44.032145;56.307571;60.1;23.3;16.9;1;13;24;63227.953410981696
4500000.0;44.007289;56.317462;57.8;28.0;25.0;2;1;9;77854.67128027682
1850000.0;43.942269;56.291254;36.4;19.1;9.0;1;7;9;50824.17582417583
2500000.0;43.8298;56.2352;54.0;40.0;7.0;3;9;10;46296.2962962963
3650000.0;43.97996373;56.31968034;57.0;40.0;8.0;3;2;3;64035.087719298244
2970000.0;44.04544;56.290969;59.0;41.0;6.1;3;2;5;50338.983050847455
2650000.0;43.846266;56.247001;56.0;40.0;5.5;3;5;5;47321.42857142857
5000000.0;44.077708;56.301229;60.2;30.5;10.5;2;7;10;83056.4784053156
4600000.0;43.930097;56.3252;62.3;34.8;11.8;2;11;18;73836.27608346709
4160000.0;43.951468;56.300964;54.6;26.4;10.4;2;15;25;76190.47619047618
1590000.0;43.801332;56.368435;38.5;16.1;11.0;1;3;9;41298.7012987013
3350000.0;43.8434;56.245405;51.5;38.1;10.6;2;5;16;65048.54368932039
1330000.0;43.794999;56.37986;31.2;20.4;4.0;1;3;3;42628.20512820513
2298000.0;43.9106651;56.34230791;37.07;14.0;11.4;1;15;17;61990.82816293499
2990000.0;43.801889;56.367801;78.0;47.0;8.5;3;3;9;38333.333333333336
2715000.0;43.9106651;56.34230791;45.59;14.0;8.4;3;1;11;59552.53345031805
1711000.0;43.815615;56.363858;32.0;16.0;8.4;1;1;10;53468.75
4300000.0;43.867628;56.218441;67.0;40.0;12.0;2;14;17;64179.10447761194
2812000.0;43.91381;56.343468;44.8;22.5;7.3;2;13;17;62767.857142857145
3070000.0;43.907486;56.343463;56.21;36.2;8.6;3;1;10;54616.616260451876
3100000.0;43.808654;56.366929;56.0;38.0;9.0;2;2;10;55357.142857142855
2700000.0;43.882001;56.228601;63.0;18.0;6.0;4;4;9;42857.142857142855
3281460.0;43.952753;56.300578;54.4;26.3;10.3;2;20;23;60320.955882352944
1850000.0;43.8745;56.330031;32.8;17.6;9.8;1;5;9;56402.439024390245
1150000.0;43.87326;56.311092;32.7;22.0;6.0;1;1;2;35168.19571865443
2760000.0;44.071635;56.291688;42.3;20.4;10.6;1;6;6;65248.22695035461
3200000.0;43.866514;56.251202;60.0;32.0;7.5;2;3;5;53333.333333333336
4700000.0;44.005986;56.326887;69.3;38.0;9.9;3;5;9;67821.06782106783
5690000.0;44.080547;56.284024;74.0;39.6;9.5;2;2;5;76891.8918918919
2873680.0;43.98268168;56.25901857;42.26;18.28;9.38;1;13;17;68000.0
2456370.0;43.98274688;56.25963989;38.99;14.67;10.33;1;9;17;63000.0
2600000.0;44.07248;56.285608;33.8;19.0;10.0;1;4;6;76923.07692307694
5990000.0;43.946913;56.232313;84.0;44.7;12.2;2;2;10;71309.52380952382
2150000.0;43.839376;56.353076;43.9;32.7;5.4;2;5;5;48974.9430523918
3350000.0;43.995431;56.306103;45.8;27.1;6.3;2;2;9;73144.10480349345
1550000.0;43.834148;56.351874;37.0;25.0;6.0;2;2;3;41891.89189189189
2746900.0;43.98274688;56.25963989;42.26;18.28;9.33;1;12;17;65000.0
3600000.0;43.880222;56.332372;69.3;45.0;8.0;4;4;5;51948.05194805195
3080000.0;44.034724;56.297518;57.8;44.9;6.0;3;4;5;53287.19723183391
4288000.0;44.013883;56.262073;69.0;36.8;12.1;2;3;17;62144.92753623189
2490000.0;43.944703;56.288321;33.4;17.2;9.0;1;6;9;74550.89820359282
2835000.0;43.820655;56.364501;64.0;40.0;9.0;3;4;9;44296.875
2450000.0;43.955052;56.33058;32.0;26.0;6.0;2;3;5;76562.5
2750000.0;43.895835;56.261433;70.0;47.0;6.8;4;9;9;39285.71428571428
4356790.0;43.94623626;56.30902238;70.9;40.2;9.9;3;5;24;61449.788434414666
4748910.0;43.98274688;56.25963989;80.49;47.11;10.98;3;4;17;59000.00000000001
3104365.0;43.98629713;56.3106301;43.57;17.06;12.91;1;5;16;71250.05737893046
5053100.0;44.07735257;56.30360161;77.74;47.09;10.1;3;7;10;65000.00000000001
4162620.0;44.07735257;56.30360161;63.07;32.5;10.67;2;7;10;66000.0
2445680.0;43.94530964;56.30752544;33.6;13.8;7.3;1;8;24;72788.09523809524
4550000.0;43.934939;56.345569;86.0;54.0;9.0;4;2;9;52906.976744186046
4000000.0;43.976728;56.269321;65.0;18.0;25.0;2;2;6;61538.46153846154
3000000.0;43.847533;56.186038;72.0;47.0;12.0;3;1;3;41666.666666666664
1100000.0;43.846221;56.334802;21.0;11.6;4.2;1;1;9;52380.95238095238
3200000.0;44.042808;56.320887;47.4;27.4;10.4;2;4;9;67510.54852320676
2030000.0;43.89074956;56.31613236;38.2;17.52;10.67;1;6;14;53141.3612565445
4305880.0;44.01865949;56.26623343;68.2;32.8;11.0;2;14;17;63136.07038123167
3200000.0;43.873566;56.340924;63.8;42.0;7.5;3;3;9;50156.73981191223
2370000.0;43.825533;56.362561;56.0;43.0;6.0;3;1;4;42321.42857142857
6552000.0;44.001315;56.313134;93.6;39.0;14.0;2;4;7;70000.0
1400000.0;44.003498;56.323692;28.0;16.0;6.0;1;1;2;50000.0
4750000.0;43.857252;56.258478;70.5;36.0;12.5;2;10;14;67375.8865248227
7600000.0;43.997902;56.316409;104.0;51.0;17.0;3;8;9;73076.92307692308
2750000.0;43.805851;56.361838;50.0;34.0;5.5;3;8;9;55000.0
1750000.0;44.007271;56.291304;38.0;28.0;5.0;2;1;2;46052.63157894737
2100000.0;44.083718;56.278118;33.7;12.6;7.9;1;6;19;62314.54005934718
2890000.0;44.020207;56.262667;39.0;16.0;9.0;1;18;19;74102.56410256411
3161950.0;43.90858405;56.34337819;56.0;8.6;36.2;3;1;10;56463.392857142855
3340000.0;43.842151;56.252246;63.0;40.0;9.0;3;4;9;53015.87301587302
2140000.0;44.084544;56.276738;36.0;16.0;9.0;1;12;19;59444.444444444445
3800000.0;44.083251;56.282026;59.5;30.0;15.9;2;8;10;63865.5462184874
3000000.0;43.954459;56.230587;50.8;35.0;6.0;2;1;5;59055.118110236224
3250000.0;43.870943;56.335984;59.0;38.0;9.0;3;5;9;55084.745762711864
2070000.0;43.96685;56.233432;41.4;18.0;10.0;1;12;16;50000.0
2750000.0;43.96685;56.233432;55.0;37.0;11.0;2;9;16;50000.0
3300000.0;43.981112;56.277528;55.0;42.0;6.0;3;5;5;60000.0
2405000.0;43.98455169;56.28813727;37.0;16.5;9.56;1;4;18;65000.0
6600000.0;44.077762;56.286637;108.0;70.0;14.0;3;5;10;61111.11111111111
2900000.0;43.872784;56.224347;59.0;39.0;9.0;3;7;9;49152.542372881355
2420000.0;44.005986;56.326887;34.0;17.0;8.0;1;2;9;71176.4705882353
2630000.0;43.871994;56.344656;42.5;26.3;6.0;2;2;5;61882.35294117647
5100000.0;43.98193;56.259503;64.9;32.8;12.1;2;15;17;78582.43451463789
9000000.0;43.986529;56.316699;115.2;50.4;23.6;3;2;6;78125.0
3400000.0;43.91152;56.32897;46.0;18.0;15.0;1;10;10;73913.04347826086
3300000.0;43.944883;56.343079;49.4;17.4;14.0;1;13;16;66801.61943319839
3202600.0;43.97699378;56.30171958;47.8;16.0;13.0;1;10;25;67000.0
3336600.0;43.91444137;56.34410619;55.61;38.1;9.7;3;1;17;60000.0
3100600.0;43.97699378;56.30171958;41.9;19.8;12.2;1;11;25;74000.0
6015000.0;43.97661922;56.30044324;80.2;33.8;16.6;2;8;25;75000.0
4774000.0;43.97699378;56.30171958;68.2;34.1;12.5;2;9;25;70000.0
5400000.0;43.916577;56.343014;79.3;45.8;13.7;3;6;10;68095.83858764186
2770000.0;44.015717;56.26158;42.0;19.5;10.0;1;11;17;65952.38095238095
2815000.0;44.015717;56.26158;42.0;19.5;10.0;1;15;17;67023.80952380953
2750000.0;44.015717;56.26158;42.0;19.5;10.0;1;4;17;65476.19047619047
1450000.0;43.942431;56.306128;32.6;18.0;6.0;1;1;4;44478.52760736196
